id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11
37092570,Adler (1998),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,SCORE Feedback - Writing Voice KWA,['Other outcome'],Secondary outcome(s),SCORE Feedback - Writing Word Choice KWA,['Other outcome'],Secondary outcome(s),SCORE Feedback - Writing Ideas and Content KWA,['Other outcome'],Secondary outcome(s),SCORE Feedback - Writing Conventions KWA,['Other outcome'],Secondary outcome(s),SCORE Feedback - Writing Attitude Survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887859,Algozzine (2009),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,ORF - Oral Reading Fluency (Means/SD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887861,Amendum (2011),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Comprehension Scores,['Other outcome'],Secondary outcome(s),Word Attack Scores,['Reading primary outcome'],Secondary outcome(s),Letter/Word Identification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092749,Anderson (1973),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,SCORE Mathematics total ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092571,Andrade (2008),['Other outcome'],Secondary outcome(s),VERB 6+1 Trait Writing,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,VERB 6+1 Trait Writing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47515942,Armour-Thomas (1987),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Boehm Test of Basic Concepts (Combined intervention),['Other outcome'],Secondary outcome(s),Boehm Test of Basic Concepts (Textual vs C),['Other outcome'],Secondary outcome(s),Boehm Test of Basic Concepts (Symbolic vs C),['Other outcome'],Secondary outcome(s),Boehm Test of Basic Concepts (Pictorial vs C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092572,Arter (1994),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,TEACH Writing-Ideas,['Other outcome'],Secondary outcome(s),TEACH Writing-organization,['Other outcome'],Secondary outcome(s),TEACH Writing-Voice,['Other outcome'],Secondary outcome(s),TEACH Writing-Words Choice,['Other outcome'],Secondary outcome(s),TEACH Writing-Sentence Fluency,['Other outcome'],Secondary outcome(s),TEACH Writing-Conventions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061105,Aumiller (1963),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,SCORE G3&G5 - TMI Spelling Program - Modern English,['Other outcome'],Secondary outcome(s),SCORE G3 - TMI Spelling Program - Modern English,['Other outcome'],Secondary outcome(s),SCORE G5 - TMI Spelling Program - Modern English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888119,Baadte (2014),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehension - Items Correct (Table 1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887945,Back (2005),['Other outcome'],Primary outcome,Science Achievement test (means & SD unadj),"['Toolkit primary outcome', 'Science primary outcome']",Secondary outcome(s),Science Achievement test  (Table 13 ANCOVA analysis),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092622,Baechie (1990),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB Metaphors test ,['Other outcome'],Secondary outcome(s),VERB Test of metaphor responses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092573,Benson (1979) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,WRIT PEER Writing Evaluation Scale,['Other outcome'],Secondary outcome(s),WRIT PEER Writing Evaluation Scale (Total Revision),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294885,Benson (1979) 1_2,['Other outcome'],Secondary outcome(s),WRIT PEER Overall writing quality,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Overall writing quality (F-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092626,Bethge (1982),['Toolkit primary outcome'],Primary outcome,VERB Ravens IQ Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092628,Bilsky (1978),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,VERB Correct Responses - Experiment 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092755,Block (1970),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,SCORE + CORR Algebra_Formative feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091022,Bohannon (1975),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB decoding-phonics (phonic words) - feedback SEND,['Other outcome'],Secondary outcome(s),VERB decoding-phonics (Dolch words) - feedback SEND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092604,Boulet (1990) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,WRIT Major Scales of Music,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294889,Boulet (1990) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,VERB Major Scales of Music - Test Scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47515963,Brakel (1990),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Final Draft (RI/PP vs Control),['Other outcome'],Secondary outcome(s),Final Draft (RI vs Control),['Other outcome'],Secondary outcome(s),Final Draft (PP vs Control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091024,Brandstetter (1978) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CHART - Grade4 - Reading - feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294890,Brandstetter (1978) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,SCORE Reading Comprehension- Feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092631,Bridgeman (1974) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,SCORE+ Criterion Test Success FB ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294891,Bridgeman (1974) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,SCORE- Criterion Test Failure FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092605,Brookhart (2008),['Other outcome'],Secondary outcome(s),VERB FA Kindergarten DIBELS LNF results,['Other outcome'],Secondary outcome(s),VERB FA Grade 1 DIBELS PSF results,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,DIBELS Combined (K&G1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061108,Bumgarner (1984),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,SCORE Grade3 - Multiplication automaticity - KOR feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092634,Butler (1986) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,SCORE Grade 6 - written FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294895,Butler (1986) 1_2,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Grade6 - Num Grades as FB (arm 2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092633,Butler (1987) 1_1,['Other outcome'],Secondary outcome(s),COMMENTS FB High Achiever,['Other outcome'],Secondary outcome(s),COMMENTS FB Low Achiever,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,COMMENTS FB High+Low Achiever Combined - Fixed effect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294893,Butler (1987) 1_2,['Other outcome'],Primary outcome,SCORE Grades as FB (High Achievers),['Other outcome'],Primary outcome,SCORE Grades as FB (Low Achievers),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,SCORE (High+Low Achievers combined) - fixed effect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294894,Butler (1987) 1_3,['Other outcome'],Primary outcome,POS Praise FB (High Achievers),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,POS Praise FB (Low Achievers),['Other outcome'],Primary outcome,FEED_ALL Final performance_All conditions_High achievers,['Other outcome'],Secondary outcome(s),FEED_ALL Final performance_All conditions_Low achievers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092575,Caccamise (2007) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Summary Writing DT FB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294896,Caccamise (2007) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CSAP Reading comprehension DT FB ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47515970,Carlson (1979),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Raven Coloured Progressive Matrices Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888076,Chen (2011),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading ability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887826,Clariana (1990),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science post-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888078,Clariana (2006),"['Toolkit primary outcome', 'Science primary outcome']",Secondary outcome(s),Identical KCR MTF DF combined,['Other outcome'],Secondary outcome(s),Transposed KCR MTF DF combined,['Other outcome'],Secondary outcome(s),Paraphrased KCR MTF DF combined,['Other outcome'],Secondary outcome(s),Transposed Paraphased KCR MTF DF combined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092576,Coe (2011),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,SCORE 6+1 Trait Writing Test,['Other outcome'],Secondary outcome(s),SCORE 6+1 Trait Writing Test (Ideas),['Other outcome'],Secondary outcome(s),SCORE 6+1 Trait Writing Test (Org),['Other outcome'],Secondary outcome(s),SCORE 6+1 Trait Writing Test (voice),['Other outcome'],Secondary outcome(s),SCORE 6+1 Trait Writing Test (word choice),['Other outcome'],Secondary outcome(s),SCORE 6+1 Trait Writing Test (sentence fluency),['Other outcome'],Secondary outcome(s),SCORE 6+1 Trait Writing Test (conventions),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091026,Crutcher (1975),['Other outcome'],Secondary outcome(s),TEACH FB - Mathematics WRAT - 2nd Grade,['Other outcome'],Secondary outcome(s),TEACH FB - Mathematics Criterion Test - 2nd grade,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TEACH FB - Mathematics WRAT - 1st & 2nd grades,['Other outcome'],Secondary outcome(s),TEACH Feedback - Mathematics Criterion Test - 1st & 2nd grades,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887881,Denton (2010),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,WJ III Passage Comprehension,['Other outcome'],Secondary outcome(s),WJ-III Spelling,['Other outcome'],Secondary outcome(s),Oral Fluency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47515991,Dollinger (1978),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37091027,Dubrule (1984),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,CAT Maths Postest 1,['Writing and spelling primary outcome.'],Primary outcome,CAT Spelling Posttest 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092761,Eggen (1978),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Maths Concepts G4 G5 G6 FB Model (arm1 PH),['Other outcome'],Secondary outcome(s),Maths concepts G4 G5 G6 Model FB (arm2 DH),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
