id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9
41661203,Graff (2008),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Maths posttest eFit v no eFit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769714,Grenier (2013),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Post test Mathematics Scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661071,Hanneman (1972),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,End-of-unit Tests (Post-test)- Individualised Instruction,['Other outcome'],Secondary outcome(s),End-of-unit tests (re-test) - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661151,Harper (1973) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Fifth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fifth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fifth Grade Maths Achievement ,['Other outcome'],Primary outcome,Fourth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fourth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fourth Grade Maths Achievement ,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336745,Harper (1973) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Fifth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fifth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fifth Grade Maths Achievement ,['Other outcome'],Primary outcome,Fourth Grade Maths Achievement,['Other outcome'],Secondary outcome(s),Fourth Grade Maths Achievement ,['Other outcome'],Secondary outcome(s),Fourth Grade Maths Achievement ,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661328,Heffernan (1973),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Test of Science Knowledge,['Other outcome'],Secondary outcome(s),Watson Glaser Critical Thinking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661152,Herceg (1972),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,"Criterion-Referenced Test  (Middle track, Business as usual control) - Individualised Instruction",['Other outcome'],Secondary outcome(s),"Criterion-Referenced  Test (Middle track, Active control) - Individualised Instruction",['Other outcome'],Secondary outcome(s),"Criterion-Referenced Test  (Top track, business as usual) - Individualised Instruction",['Other outcome'],Secondary outcome(s),"Criterion-Referenced Test  (Top track, active control) - Individualised Instruction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661153,Hirsch (1972),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Initial Learning Scores adjusted,['Other outcome'],Secondary outcome(s),Vertical Transfer Scores,['Other outcome'],Secondary outcome(s),Lateral Transfer Scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769715,Hu (2012),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Tennessee Comprehensive Assessment Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769716,Huang (2016),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Tennessee Comprehensive Assessment Program(TCAP),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41660978,Hug (1969),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Researcher-designed Cognitive Test - Individualised instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661209,Hwang (2008),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Post test (Mathematics Score),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661072,Inskeep (1969),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Unit Achievement Scores (High Ranked ),['Other outcome'],Primary outcome,Unit Achievement Test (Low Ranked),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661335,Jacobs (1961) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Achievement score unit 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336751,Jacobs (1961) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Achievement score unit 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661073,James (1969),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Anderson fisk chemisrty adjusted f ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269818,Jerman (1973) II 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Word Problems (P501)- Treatment 1 vs Control,['Other outcome'],Secondary outcome(s),Word Problems (F502)- Treatment 1 vs Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269819,Jerman (1973) II 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Word Problems(P501)- Treatment 2 vs Control,['Other outcome'],Secondary outcome(s),Word Problem (F502)- Treatment 2 vs Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661338,Johnson (1972),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Biology Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661154,Johnson (1972) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Standardised Maths Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336752,Johnson (1972) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Standardised Maths Achievement (ITBS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642426,Jones (1948),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,ALL_Average Differences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769722,Jones (1988),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Passage Reading test,['Other outcome'],Primary outcome,Reading Comprehension,['Mathematics primary outcome'],Secondary outcome(s),Arithmetic Computation test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661074,Kahle (1976),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Biology - Ind.Instr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769734,Kanive (2014),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Digits Correct per minute,['Other outcome'],Secondary outcome(s),Word Problem Generalization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661214,Koedinger (1997),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Iowa Algebra - In.I.:PUMP+PAT,['Other outcome'],Secondary outcome(s),Maths SAT - In.I -PUMP+PAT,['Other outcome'],Secondary outcome(s),Maths - In.I-PUMP+PAT (probl),['Other outcome'],Secondary outcome(s),Maths - In.I - PUMP+PAT(repres),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661343,Koenig (1972) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325681,Koenig (1972) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49769681,Korganci (2014),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Physics Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661344,Krockover (1970),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Total test score f ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661076,Kulm (1977),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Six week test ,['Other outcome'],Secondary outcome(s),Attitude Test (Math vs Dull),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661218,Lanzilotti (2007),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Content Achievement ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661077,LaPlaca (1974),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Achievement (Total Score) - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269829,Leinhardt (1981) II,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Post test:SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661219,Lesta (2002),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,End of Year Exam Question,['Other outcome'],Secondary outcome(s),Regular Homework ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41660991,Lindsay (1974),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Chemistry Achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661346,Linn (1974),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Process Test (Experimentation) - Individualised Instruction,['Other outcome'],Secondary outcome(s),Science Process Test (Variables) - Individualised Instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269831,Linn (1976) II,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Processing Test (Variables),['Other outcome'],Secondary outcome(s),Science Processing Test (Experimentation),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661078,Ludeman (1973),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Algebra postest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661079,Malcom (1973),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Cooperative Arithmetic Test (Grade 9),['Other outcome'],Secondary outcome(s),Cooperative Arithmetic Test (Grade 8),['Other outcome'],Secondary outcome(s),Cooperative Arithmetic Test (GRADE 7),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
