id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_text,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand
37133968,Smith (2010),2010,['Dissertation or thesis'],"['Peer tutoring', 'Digital technology']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.1684,0.2401,['Post-test adjusted for baseline attainment'],TE_PRI Multiplication automaticity - Peer tutoring group v Control,Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1684,0.2401,NA,NA,NA,NA,NA,NA,116,6,10,['Primary/elementary school'],"['9', '10', '11']",FALSE,40.5,['USA'],['Multisite RCT'],['Paired learning'],['No'],['Yes'],['No'],['During regular school hours '],['Peers'],6 ,5,10 ,['Toolkit: Peer Tutoring']
37116236,Spörer (2009),2009,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.31,0.15,['Post-test adjusted for baseline attainment AND clustering'],REC PALS Reading Comprehension Test (ST),Primary outcome,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.31,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186  ,3,8,['Secondary/High school'],"['12', '13', '14']",NA,NA,['Germany'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",9,2,35,['Toolkit: Peer Tutoring']
47269874,Sprinthall (1989) PT,1989,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7653,0.3802,['Pre-post gain'],TE_PRI_CAT Gain Maths,Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7653,0.3802,NA,NA,NA,NA,NA,NA,30,1,NA,['Secondary/High school'],['16'],NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Peers'],15 ,3 ,20 ,['Toolkit: Peer Tutoring']
37093602,Stainback (1972),1972,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3171,0.1842,['Pre-post gain'],T&T Mathematics Achievement,Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3171,0.1842,NA,NA,NA,NA,NA,NA,120,1,6,['Primary/elementary school'],"['9', '10', '11', '12', '13', '14']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],11 ,5,20,['Toolkit: Peer Tutoring']
37116233,Stein (2008),2008,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3635,0.0507,['Post-test unadjusted (select one from this group)'],REC Rapid Letter Sounds (Workshop vs Control post-test),Primary outcome,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3635,0.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3229 ,71,NA,['Primary/elementary school'],"['5', '6']",TRUE,62.0,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],18,4,35,['Toolkit: Peer Tutoring']
37133971,Stephens (2002),2002,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2008,0.2451,['Post-test unadjusted (select one from this group)'],T&T Reading comprehension-PT,Primary outcome,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2008,0.2451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1,2,['Primary/elementary school'],"['6', '7', '10', '11']",TRUE,80.0,['USA'],['Individual RCT'],['Paired learning'],['No'],['No'],['No'],['During regular school hours '],['Peers'],24,3,45,['Toolkit: Peer Tutoring']
37093603,Stevens (1987),1987,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1066,0.0932,['Post-test adjusted for baseline attainment'],REC Reading Comprehension,Primary outcome,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1066,0.0932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,10,21,['Primary/elementary school'],"['8', '9', '10']",FALSE,4.0,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Paired learning']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",12,5,160 ,['Toolkit: Peer Tutoring']
37093606,Sutherland (1999),1999,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.4959,0.2541,['Pre-post gain'],REC Individual writing scores,Primary outcome,With business as usual,['Sample: All'],Literacy  writing,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,2,['Primary/elementary school'],['8'],NA,NA,"['UK (Select all that apply)', 'Scotland']",['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],8,2,40,['Toolkit: Peer Tutoring']
46844871,Swanson (1974),1974,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Other outcome']",0.6048,0.3127,['Post-test unadjusted (select one from this group)'],T & T Peabody Individual Achievement Test (Total Score)- Spring vs Control,Primary outcome,With business as usual,['Sample: All'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1,3,"['Middle school', 'Secondary/High school']","['12', '13', '14', '15']",TRUE,100.0,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['Yes'],"['During regular school hours ', 'Summer/ holiday period']","['Parents/carers', 'Lay persons/volunteers', 'Peers']",18 ,5,50,['Toolkit: Peer Tutoring']
37093367,Swenson (1975),1975,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2085,0.2957,['Pre-post gain'],TR_PRI Arithmetic scores,Primary outcome,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2085,0.2957,NA,NA,NA,NA,NA,NA,72,13,39,['Primary/elementary school'],['9'],NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Other school staff', 'Peers']",6 ,3 ,20 ,['Toolkit: Peer Tutoring']
37093607,Taylor (1997),1997,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",1.1097,0.4693,['Post-test adjusted for baseline attainment'],TE_PRI MAT7 Reading I+T vs C,Primary outcome,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.1097,0.4693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA,['Primary/elementary school'],"['7', '8', '9', '10']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Paired learning']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Other school staff', 'Peers']",7,5,45,['Toolkit: Peer Tutoring']
37133974,Taylor (2002),2002,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.062,0.2606,['Post-test adjusted for baseline attainment'],REC Reading Comprehension,Primary outcome,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.062,0.2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2,4,['Primary/elementary school'],"['8', '9']",TRUE,72.5,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],8,3 ,20,['Toolkit: Peer Tutoring']
37133976,Tierney (2005),2005,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7107,0.2074,['Pre-post gain'],T&T IOWA Reading -PT,Primary outcome,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7107,0.2074,NA,NA,NA,['Mathematics primary outcome'],1.0344,0.2139,NA,NA,NA,NA,NA,NA,100,9,2,['Primary/elementary school'],"['8', '9', '11', '12']",TRUE,100.0,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['Yes'],['Before/after school'],['Peers'],25,4 ,60,['Toolkit: Peer Tutoring']
43090197,Top (1985) PT,1985,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.9798,0.17,['Post-test adjusted for baseline attainment'],T&T_ reading,Primary outcome,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.9798,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,4,NA,['Primary/elementary school'],"['5', '6', '7']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],12 ,2,15 ,['Toolkit: Peer Tutoring']
43090198,Top (1987) PT,1987,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1111,0.1612,['Post-test adjusted for baseline attainment'],T&T  Woodcock reading - PT,Primary outcome,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1111,0.1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,4,NA,['Primary/elementary school'],"['6', '7', '9', '10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],14,4,18 ,['Toolkit: Peer Tutoring']
37133980,Topping (2004),2004,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Other outcome']",0.5418,0.2156,['Post-test adjusted for baseline attainment'],T&T  Curriculum-based criterion-referenced,Primary outcome,With business as usual,['Sample: All'],Cognitive  reasoning,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1,4,['Primary/elementary school'],"['7', '11']",NA,NA,"['UK (Select all that apply)', 'Scotland']",['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],16,1,20,['Toolkit: Peer Tutoring']
37133982,Topping (2004),2004,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Science primary outcome']",0.5962,0.3249,['Post-test unadjusted (select one from this group)'],T&T  Curriculum-based Criterion Science - PT,Primary outcome,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.5962,0.3249,NA,NA,NA,89,1,NA,['Primary/elementary school'],"['7', '8', '9']",NA,NA,"['UK (Select all that apply)', 'Scotland']",['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['Unclear/ not specified'],['Peers'],8,2,30,['Toolkit: Peer Tutoring']
37116207,Topping (2011),2011,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0819,0.0431,['Post-test adjusted for baseline attainment'],T&T (and REC - 4 outcomes combined),Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0819,0.0431,NA,NA,NA,NA,NA,NA,3520 ,86,NA,['Primary/elementary school'],"['7', '8', '10', '11']",NA,NA,"['Scotland', 'UK (Select all that apply)']",['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],30,2,30 ,['Toolkit: Peer Tutoring']
37093368,Truesdale (1976),1976,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",1.1461,0.2615,['Post-test adjusted for baseline attainment'],T&T  spelling - PT,Primary outcome,With business as usual,['Sample: All'],Literacy  spelling,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,6,NA,['Middle school'],"['13', '14']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],4 ,5,15 ,['Toolkit: Peer Tutoring']
37133983,Tymms (1989),1989,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Science primary outcome']",0.044,0.5775,['Post-test unadjusted (select one from this group)'],TR_PRI Chemistry (A level) Post test,Primary outcome,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.044,0.5775,NA,NA,NA,21,1,NA,['Further education/junior or community college'],['No information provided'],NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Paired learning'],['No'],['No'],['No'],['Unclear/ not specified'],"['Research staff', 'Peers']",.4,2,30 ,['Toolkit: Peer Tutoring']
37116208,Tymms (2011) 1_1,2011,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0119,0.0823,['Post-test unadjusted (select one from this group)'],T&T PIPS Reading (SA) – All,Primary outcome,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0119,0.0823,NA,NA,NA,['Mathematics primary outcome'],-0.0516,0.0845,NA,NA,NA,NA,NA,NA,5179,129,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12']",NA,NA,"['UK (Select all that apply)', 'Scotland']",['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],30,3,30,['Toolkit: Peer Tutoring']
37116228,Tymms (2011) 1_2,2011,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2576,0.0851,['Post-test unadjusted (select one from this group)'],T&T PIPS Reading CA ,Primary outcome,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2576,0.0851,NA,NA,NA,['Mathematics primary outcome'],0.2143,0.0869,NA,NA,NA,NA,NA,NA,5179,NA,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12']",NA,NA,['Scotland'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],30,3,30,['Toolkit: Peer Tutoring']
37133984,Van Keer (2004),2004,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1226,0.1519,['Post-test adjusted for baseline attainment'],TE_PRI_Combined PT for  SA & CA,Primary outcome,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1226,0.1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,19,NA,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['Belgium'],['Retrospective QED  '],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",35,1.5,50,['Toolkit: Peer Tutoring']
37116237,Van Keer (2010),2010,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0424,0.0881,['Post-test adjusted for baseline attainment AND clustering'],T&T- Reading comprehension -PT,Primary outcome,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0424,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,15,NA,['Primary/elementary school'],"['8', '9', '11', '12']",NA,NA,['Belgium'],['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],35,1.5,50,['Toolkit: Peer Tutoring']
37093609,van Oudenhoven (1987),1987,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.4424,0.1138,['Post-test adjusted for baseline attainment'],REC Spelling test ,Primary outcome,With business as usual,['Sample: All'],Literacy  spelling,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,15,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['The Netherlands'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],15, , ,['Toolkit: Peer Tutoring']
37133987,White (2000),2000,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.967,0.2828,['Post-test adjusted for baseline attainment'],T&T - Maths-PT,Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.967,0.2828,NA,NA,NA,NA,NA,NA,58,1,2,['Middle school'],"['11', '12', '13', '14']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Peers']",9,1,73 ,['Toolkit: Peer Tutoring']
37093610,Wiersema (1992),1992,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",-0.4424,0.1138,['Post-test adjusted for baseline attainment'],REC Spelling test Grade 2,Primary outcome,With business as usual,['Sample: All'],Literacy  spelling,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,27,27,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12']",NA,NA,['The Netherlands'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],19,NA, ,['Toolkit: Peer Tutoring']
47269895,Wu (1973) PT,1973,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2605,0.1651,['Post-test unadjusted (select one from this group)'],T&T CTBS-maths - PT,Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2605,0.1651,NA,NA,NA,NA,NA,NA,150,1,NA,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],8 ,2,30 ,['Toolkit: Peer Tutoring']
37116218,Yang (2016),2016,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.5855,0.3243,['Post-test unadjusted (select one from this group)'],REC Mathematical Communication Ability,Primary outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.5855,0.3243,NA,NA,NA,NA,NA,NA,51,1,2,['Primary/elementary school'],"['8', '9']",NA,NA,['Taiwan'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Peers'],12,1,80,['Toolkit: Peer Tutoring']
37133992,Yarrow (2001),2001,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.9845,0.4193,['Post-test adjusted for baseline attainment'],T&T Writing Scores Overall (Interaction vs No Interaction),Primary outcome,With business as usual,['Sample: All'],Literacy  writing,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.,1,1,['Primary/elementary school'],"['10', '11']",NA,NA,"['UK (Select all that apply)', 'Scotland']",['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",6,4,45,['Toolkit: Peer Tutoring']
