id,pub_author,smd_tool,se_tool,pub_year,pub_year_raw_risk,pub_year_risk_value,strand_raw,pub_type_raw,pub_type_risk,pub_type_risk_value,part_assig_raw,part_assig_risk,part_assig_risk_value,eco_valid_raw,eco_valid_risk,eco_valid_risk_value,school_treat_info,school_treat_info_new,school_treat_risk,school_treat_risk_value,int_who_raw,peers,lay persons/volunteers,digital technology,parents/carers,external teachers,teaching assistants,research staff,class teachers,unclear/not specified,int_who_raw_risk_value,class_total_info,class_total_info_new,class_total_info_risk,class_total_risk_value,out_eval_raw,out_eval_risk,out_eval_risk_value,comp_anal_raw,comp_anal_risk,comp_anal_risk_value,sample_analysed_info,sample_size_risk,sample_size_risk_value,out_test_type_raw,out_test_type_raw_risk,out_test_type_raw_risk_value,out_es_type,out_es_type_raw_risk,out_es_type_risk_value,attri_perc_info,attri_perc_info_raw_risk,attri_perc_info_risk_value,clust_anal_raw,clust_anal_raw_risk,clust_anal_risk_value,rand_raw,rand_risk,rand_risk_value,NA_values,Mean,Median,raw_total
43090143,Dorval (1978) TA,1.1638,0.3513,1978,High Risk,1,['Teaching assistants'],Journal article,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,1,1.0,High Risk,1.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,38,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.0,2.0,28.0
37671600,Duff (2014),0.0886,0.2676,2014,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,Low ecological validity,High Risk,1,44,44.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,56,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,8.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.5714285714285716,3.0,36.0
37671552,Fricke (2013),0.97,0.3,2013,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,15,15.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,164,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,9.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.7142857142857144,3.0,38.0
37671553,Fricke (2017),0.1461,0.1125,2017,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,34,34.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,No,Medium Risk,2.0,359,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,9.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.769230769230769,3.0,36.0
37671623,Gibbs (2001),1.62,0.3,2001,Low Risk,3,['Teaching assistants'],Dissertation or thesis,Low Risk,3.0,Random (please specify),Low Risk,3,Unclear,High Risk,1,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,15,15.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,60,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,0.0,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,1,2.5,3.0,35.0
37671603,Goetz (2008),0.8,0.5,2008,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Unclear or details not provided,Medium Risk,2.0,15,High Risk,1,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,0.0,Low Risk,3.0,No,High Risk,1,No/Unclear,Medium Risk,2,2,2.1538461538461537,2.0,28.0
38296617,Gorard (2014),0.237,0.1144,2014,Low Risk,3,"['Teaching assistants', 'One to one tuition', 'Phonics']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,19,19.0,Low Risk,3.0,"['Class teachers', 'Teaching assistants', 'Other school staff']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,308,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,1.9,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,2,2.8461538461538463,3.0,37.0
37671634,Graham (2007),0.3553,0.3622,2007,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,"Non-random, not matched prior to treatment",Medium Risk,2,High ecological validity,Low Risk,3,3,3.0,Medium Risk,2.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,9,9.0,Low Risk,3.0,Unclear/not stated,Medium Risk,2.0,No,Medium Risk,2.0,52,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Pre-post gain,Medium Risk,2,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,0,2.4,2.0,36.0
37671557,Graves (2010),0.3178,0.3474,2010,Low Risk,3,"['Teaching assistants', 'Phonics']",Dissertation or thesis,Low Risk,3.0,"Non-random, not matched prior to treatment",Medium Risk,2,High ecological validity,Low Risk,3,1,1.0,High Risk,1.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,2,2.0,NA,NA,Unclear/not stated,Medium Risk,2.0,Yes,Low Risk,3.0,35,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,5.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.357142857142857,2.5,33.0
37671558,Gray (2007),1.1499,0.2544,2007,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Journal article,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,6,6.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,9,9.0,Low Risk,3.0,Unclear/not stated,Medium Risk,2.0,Unclear or details not provided,Medium Risk,2.0,74,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,2.7,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,0,2.4,3.0,36.0
37671515,Guerrero (2015),0.6,0.5,2015,Low Risk,3,['Teaching assistants'],Dissertation or thesis,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,5,5.0,Medium Risk,2.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,20,High Risk,1,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.357142857142857,2.5,33.0
37671559,Gwernan-Jones (2018),0.6437,0.4221,2018,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,4,4.0,Medium Risk,2.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,24,High Risk,1,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,21.0,High Risk,1.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.0714285714285716,2.0,29.0
37671520,Haley (2017),0.46,0.5,2017,Low Risk,3,"['Teaching assistants', 'Oral language interventions']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,Low ecological validity,High Risk,1,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,13,13.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,98,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,10.0,NA,NA,No,High Risk,1,Yes,Low Risk,3,2,2.4615384615384617,3.0,32.0
37671562,Hatcher (2006),0.1236,0.2282,2006,Low Risk,3,"['Teaching assistants', 'Phonics']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,13,13.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,13,13.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,77,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,1.0,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,0,2.533333333333333,3.0,38.0
40398941,Hodgen (2019),0.1278,0.0475,2019,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,75,75.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,1481,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,18.221,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.769230769230769,3.0,36.0
37671521,Holmes (2013),0.4,0.12,2013,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,440,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,0.0,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,2,2.6923076923076925,3.0,35.0
37671626,Hund-Reid (2008),0.5901,0.4198,2008,Low Risk,3,"['Teaching assistants', 'Phonics']",Dissertation or thesis,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,10,10.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,30,High Risk,1,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,3.225,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,1,2.5714285714285716,3.0,36.0
37671605,Hund-Reid (2013),1.2,0.41,2013,Low Risk,3,"['Teaching assistants', 'Phonics']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,Low ecological validity,High Risk,1,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,10,10.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,37,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,3.0,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,1,2.5,3.0,35.0
37671565,Jason (1994),0.5906,0.1985,1994,Medium Risk,2,"['Teaching assistants', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,Low ecological validity,High Risk,1,10,10.0,Low Risk,3.0,['Research staff'],False,False,False,False,False,False,True,False,False,2.0,30,30.0,Low Risk,3.0,Unclear/not stated,Medium Risk,2.0,Yes,Low Risk,3.0,106,Low Risk,3,Test type  School-developed test,Medium Risk,2,Post-test adjusted for baseline attainment,Low Risk,3,9.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,0,2.533333333333333,3.0,38.0
37671627,Jones (2016),0.3045,0.1433,2016,Low Risk,3,['Teaching assistants'],Dissertation or thesis,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,1,1.0,High Risk,1.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,6,6.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,281,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,11.6,Medium Risk,2.0,Yes,Medium Risk,2,Not applicable,Medium Risk,2,0,2.3333333333333335,2.0,35.0
43100933,Lapsely (2002),-0.2584,0.0578,2002,Low Risk,3,"['Reducing class size', 'Teaching assistants']",Conference paper,Medium Risk,2.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,78,78.0,Low Risk,3.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,1481,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,0.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.7857142857142856,3.0,39.0
37671606,Lee (2016),0.2445,0.1878,2016,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,10,10.0,Low Risk,3.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,115,Low Risk,3,Test type  Standardised test ,Low Risk,3,Pre-post gain,Medium Risk,2,18.0,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.642857142857143,3.0,37.0
37671566,MacLeod (2007),1.6016,0.2728,2007,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,72,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Pre-post gain,Medium Risk,2,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,2,2.3846153846153846,2.0,31.0
37671568,McNally (2016) 1_1,0.231,0.001,2016,Low Risk,3,"['Teaching assistants', 'Small group tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,25,25.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,1,1.0,Higher Risk,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,1901,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,15.0,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.769230769230769,3.0,36.0
37671570,Merrell (2015),0.43,0.21,2015,Low Risk,3,"['Teaching assistants', 'Phonics', 'Small group tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,Low ecological validity,High Risk,1,6,6.0,Low Risk,3.0,['External teachers'],False,False,False,False,True,False,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Unclear or details not provided,Medium Risk,2.0,310,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,16.2,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.5384615384615383,3.0,33.0
37671572,Miller (2003),0.4114,0.2043,2003,Low Risk,3,['Teaching assistants'],NA,NA,NA,"Non-random, not matched prior to treatment",Medium Risk,2,High ecological validity,Low Risk,3,1,1.0,High Risk,1.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,174,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,35.632,High Risk,1.0,No,High Risk,1,Not applicable,Medium Risk,2,2,2.0,2.0,26.0
37671607,Muijs (2003),0.098,0.08,2003,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,18,18.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,360,Low Risk,3,Test type  Researcher developed test,High Risk,1,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,0.0,Low Risk,3.0,Yes,Medium Risk,2,Not applicable,Medium Risk,2,1,2.5,3.0,35.0
37671575,Nelson (2010),0.6924,0.22,2010,Low Risk,3,"['Teaching assistants', 'Phonics']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Lay persons/volunteers'],False,True,False,False,False,False,False,False,False,2.0,8,8.0,Low Risk,3.0,The developer,Medium Risk,2.0,No,Medium Risk,2.0,88,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,11.111,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.5714285714285716,3.0,36.0
38296657,Nunes (2018),0.18,0.1301,2018,Low Risk,3,"['Small group tuition', 'Teaching assistants']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,67,67.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,491,Low Risk,3,Test type  Researcher developed test,High Risk,1,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,7.706,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.6923076923076925,3.0,35.0
38296659,Patel (2017),0.001,0.0663,2017,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,126,126.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,999,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,9.709,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.8461538461538463,3.0,37.0
37671611,Ratcliff (2009),0.2725,0.1128,2009,Low Risk,3,['Teaching assistants'],Dissertation or thesis,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,3,3.0,Medium Risk,2.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,283,Low Risk,3,Test type  National test,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.357142857142857,2.5,33.0
37671612,Roberts (2010),0.3967,0.2865,2010,Low Risk,3,['Teaching assistants'],Dissertation or thesis,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,50,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Pre-post gain,Medium Risk,2,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,2,2.4615384615384617,3.0,32.0
40398944,Roy (2019),0.01,0.0867,2019,Low Risk,3,"['One to one tuition', 'Phonics', 'Teaching assistants']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,75,75.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,1006,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,17.0,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.769230769230769,3.0,36.0
