id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
40397358,Shavit (1985),1985,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,10609,,NA,NA,,NA,NA,,NA,7.12,,NA,1.41,,NA,NA,,NA,NA,,NA,NA,,NA,9104,,NA,NA,,NA,NA,,NA,6.93,,NA,1.33,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642473,Simpson (1961),1961,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40397372,Slavin (1985) SetS,1985,['Setting or streaming'],NA,['Yes'],"['Page 10:\n[¬s]""TABLE III\nMeans and Standard Deviations in T Scores and Grade Equivalents, Mathematics\nAchievement Measures, Experiment 2[¬e]""']",TABLE 3 - Adjusted means and SD reported for AGAT vs. Control ,,"['Page 10:\n[¬s]""98[¬e]""']",98,,"['Page 10:\n[¬s]""53.16[¬e]""']",53.16,,"['Page 10:\n[¬s]""8.81[¬e]""']",8.81,,"['Page 10:\n[¬s]""53.49[¬e]""']",53.49,,"['Page 10:\n[¬s]""8.58[¬e]""']",8.58,,NA,NA,,NA,NA,,NA,NA,,"['Page 10:\n[¬s]""106[¬e]""']",106,,"['Page 10:\n[¬s]""45.91[¬e]""']",45.91,,"['Page 10:\n[¬s]""9.41[¬e]""']",9.41,,"['Page 10:\n[¬s]""46.49[¬e]""']",46.49,,"['Page 10:\n[¬s]""7.97[¬e]""']",7.97,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642475,Smith (1960) 1_1,1960,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,29,,NA,2,,NA,.48,,NA,2.7,,NA,.44,,NA,NA,,NA,NA,,NA,NA,,NA,29,,NA,2,,NA,.5,,NA,2.4,,NA,.42,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336786,Smith (1960) 1_2,1960,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,17,,NA,2.5,,NA,.63,,NA,3.3,,NA,.36,,NA,.8,,NA,NA,,NA,NA,,NA,17,,NA,2.5,,NA,.72,,NA,3.4,,NA,.3,,NA,.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336787,Smith (1960) 1_3,1960,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,25,,NA,3.9,,NA,.46,,NA,5.1,,NA,.50,,NA,1.2,,NA,NA,,NA,NA,,NA,25,,NA,.39,,NA,.45,,NA,4.8,,NA,.38,,NA,.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336788,Smith (1960) 1_4,1960,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,24,,NA,4.9,,NA,.49,,NA,6.2,,NA,.6,,NA,1.3,,NA,NA,,NA,NA,,NA,24,,NA,4.9,,NA,.52,,NA,5.8,,NA,.85,,NA,.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40397359,Sørensen (1986) 1_1,1986,['Setting or streaming'],NA,['Yes'],NA,"Model II - 2.1 vs 2.2, assumed 2.1 as intervention and 2.2 as control",,"['Page 18:\n[¬s]""Grouped""\n""384[¬e]""']",384,,NA,NA,,NA,NA,,"['Page 15:\n[¬s]""-.258[¬e]""']",-.258,,"['Page 15:\n[¬s]""(.213)[¬e]""']",.213,,NA,NA,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""Not grouped\nModel""\n""179[¬e]""']",179,,NA,NA,,NA,NA,,"['Page 15:\n[¬s]""-.181[¬e]""']",-.181,,"['Page 15:\n[¬s]""(.120)[¬e]""']",.120,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336789,Sørensen (1986) 1_2,1986,['Setting or streaming'],NA,['Yes'],"['Page 15:\n[¬s]""TABLE II\nEffects of Grouping on Gains in Reading Achievement[¬e]""']",Group 2.3 vs 2.4 ,,"['Page 18:\n[¬s]""384[¬e]""']",384,,NA,NA,,NA,NA,,"['Page 15:\n[¬s]"".943[¬e]""']",.943,,"['Page 15:\n[¬s]""(.303)[¬e]""']",.303,,NA,NA,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""179[¬e]""']",179,,NA,NA,,NA,NA,,"['Page 15:\n[¬s]"".502[¬e]""']",.502,,"['Page 15:\n[¬s]""(.295)[¬e]""']",.295,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642476,Spence (1959),1959,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40397373,Thacker (1987) 1_1,1987,['Setting or streaming'],NA,['Yes'],NA,Pre-test scores (Table 16). Post-test scores (Table 17 SD & means). Combined groups spreadsheet added to Slack.,,"['Page 97:\n[¬s]""27""\n""19[¬e]""']",46,,"['Page 99:\n[¬s]""341.92593\n353.00000[¬e]""']",346.516,,"['Page 99:\n[¬s]""37.01239\n41.68133[¬e]""']",38.945,,"['Page 100:\n[¬s]""385.96296\n391.78947[¬e]""']",388.370,,"['Page 100:\n[¬s]""47.01758\n52.29364[¬e]""']",48.780,,NA,NA,,NA,NA,,NA,NA,,"['Page 97:\n[¬s]""11""\n""7[¬e]""']",18,,"['Page 99:\n[¬s]""364.09091\n360.57143[¬e]""']",362.722,,"['Page 99:\n[¬s]""48.72875\n46.84320[¬e]""']",46.630,,"['Page 100:\n[¬s]""405.63636\n386.42857[¬e]""']",398.167,,"['Page 100:\n[¬s]""38.33868\n45.92696[¬e]""']",41.254,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336797,Thacker (1987) 1_2,1987,['Setting or streaming'],NA,['Yes'],NA,Table 17 (means & SD). Combined groups spreadsheet added to Slack.,,"['Page 97:\n[¬s]""24""\n""19[¬e]""']",43,,"['Page 99:\n[¬s]""297.70833\n304.73684[¬e]""']",300.814,,"['Page 99:\n[¬s]""27.28988 30.17696[¬e]""']",28.471,,"['Page 100:\n[¬s]""342.41667\n347.73684[¬e]""']",344.767,,"['Page 100:\n[¬s]""39.67906\n40.71151[¬e]""']",39.745,,NA,NA,,NA,NA,,NA,NA,,"['Page 97:\n[¬s]""10""\n""11[¬e]""']",21,,"['Page 99:\n[¬s]""304.10000\n304.54545[¬e]""']",304.333,,"['Page 99:\n[¬s]""55.08267\n40.80285[¬e]""']",46.881,,"['Page 100:\n[¬s]""364.50000\n351.00000[¬e]""']",357.429,,"['Page 100:\n[¬s]""30.08968\n33.23552[¬e]""']",31.740,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336796,Thacker (1987) 1_3,1987,['Setting or streaming'],NA,['Yes'],NA,Pre-test scores (Table 16). Post-test scores (Table 17 SD & means). Combined groups spreadsheet added to Slack.,,"['Page 97:\n[¬s]""11\n13[¬e]""']",24,,"['Page 99:\n[¬s]""257.09091\n269.07692[¬e]""']",263.583,,"['Page 99:\n[¬s]""28.17252\n24.43516[¬e]""']",26.340,,"['Page 100:\n[¬s]""293.81818\n321.38462[¬e]""']",308.750,,"['Page 100:\n[¬s]""27.87048\n28.41226[¬e]""']",30.915,,NA,NA,,NA,NA,,NA,NA,,"['Page 97:\n[¬s]""14\n6[¬e]""']",20,,"['Page 99:\n[¬s]""277.50000\n262.16667[¬e]""']",272.9,,"['Page 99:\n[¬s]""28.23187\n36.70104[¬e]""']",30.851,,"['Page 100:\n[¬s]""321.28571\n308.66667[¬e]""']",317.5,,"['Page 100:\n[¬s]""62.96327\n48.89853[¬e]""']",58.111,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40397386,Tobin (1965),1965,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642482,Tremaine (1979),1979,['Setting or streaming'],NA,['Yes'],"['Page 6:\n[¬s]""Unenrolled Grifted at Schools with No Programs vs.\ncnd Tctal Enrolled Groups[¬e]""']",Mean SAT Verbal Score,,"['Page 5:\n[¬s]""70[¬e]""']",70,,NA,NA,,NA,NA,,NA,565.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""33[¬e]""']",33,,NA,NA,,NA,NA,,NA,511.2,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642486,Wardrop (1967),1967,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642489,Ziehl (1962),1962,['Setting or streaming'],NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642490,Zweibelson (1965),1965,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,94,,NA,4.648,,NA,1.971,,NA,5.042,,NA,1.867,,NA,NA,,NA,NA,,NA,NA,,NA,93,,NA,4.913,,NA,2.113,,NA,5.362,,NA,1.930,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
