id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11
38296634,Lloyd (2015),['Other outcome'],Secondary outcome(s),TR_SUB INCAS maths,['Other outcome'],Secondary outcome(s),TE_SUB InCAS General Maths,['Other outcome'],SES/FSM outcome,TE InCAS maths fsm,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T_ INCAS maths,['Other outcome'],SES/FSM outcome,T&T-InCAS maths - fsm,['Other outcome'],SES/FSM outcome,TR InCAS Maths fsm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093622,Mathes (1993),['Other outcome'],Secondary outcome(s),REC CRAB (Words Correct) ,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC CRAB (Comprehension),['Other outcome'],Secondary outcome(s),REC CRAB (Maze Correct),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093577,Mathes (1998),['Other outcome'],Secondary outcome(s),REC Woodcock Passage Comprehension  (WRMT-R) AA Students,['Other outcome'],Secondary outcome(s),REC Woodcock Word Identification  (WRMT-R) AA Students,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Woodcock Passage Comprehension (WRMT-R) LA ,['Other outcome'],Secondary outcome(s),REC Test of Early Reading Ability-2 (TERA-2) LA Students ,['Other outcome'],Secondary outcome(s),REC Woodcock Word Attack (WRMT-R) AA Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099967,Mathes (2001) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T WRMT-R Passage Comprehension PALS v control,['Other outcome'],Secondary outcome(s),T&T WRMT-R Word Identification PALS +CAI v control,['Other outcome'],Secondary outcome(s),T&T TOWRE Word Efficency PALS +CAI v control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325690,Mathes (2001) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T WRMT-R Comprehension PALS+ CAI v Control,['Other outcome'],Secondary outcome(s),T&T WRMT Word Identification PAL + CAI v control,['Other outcome'],Secondary outcome(s),T&T TOWRE Word Efficiency PALS + CAI v control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116235,Mathes (2001) PT 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Passage Comprehension subtest WRMT - AA students,['Other outcome'],Secondary outcome(s),REC Word Identification subtest WRMT AA students ,['Other outcome'],Secondary outcome(s),REC LA students - Passage Comprehension subtest - WRMT - Revised,['Other outcome'],Secondary outcome(s),REC AA students - Word Attack subtest - WRMT - Revised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325689,Mathes (2001) PT 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T WRMT Passage Comprehension,['Other outcome'],Secondary outcome(s),T&T WRMT-R Word ID,['Other outcome'],Secondary outcome(s),T&T WRMT-R Word Attack,['Other outcome'],Secondary outcome(s),T&T WRMT-R Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116234,Mathes (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Passage Comprehension - WRMT-R,['Other outcome'],Secondary outcome(s),REC Word Attack - WRMT-R,['Other outcome'],Secondary outcome(s),REC Word Identification - WRMT-R,['Other outcome'],Secondary outcome(s),REC Gain - Word Identification - WRMT-R,['Other outcome'],Secondary outcome(s),REC Non-word efficiency - TOWRE,['Other outcome'],Secondary outcome(s),REC Gain - Word Attack - WRMT-R,['Other outcome'],Secondary outcome(s),REC Gain - Non-word efficiency - TOWRE,['Other outcome'],Secondary outcome(s),REC Word efficiency subtest - TOWRE,['Other outcome'],Secondary outcome(s),REC Gain - Word efficiency subtest - TOWRE,['Other outcome'],Secondary outcome(s),REC Segmentation - CTOPP,['Other outcome'],Secondary outcome(s),REC Gain - Segmentation - CTOPP
37093360,McCracken (1979),['Other outcome'],Secondary outcome(s),TE Word recognitions scores (SORT),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TE_PRI Comprehension (Cloze) test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133945,Menesses (2009),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,REC Curriculum-based measurement (CBM) math probes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133947,Merrill (2002),NA,Secondary outcome(s),TR Biology SOL  - Tutors (Group 2 and 4),NA,Secondary outcome(s),TR Biology Grades - Tutors (Grades 2 and 4) ,NA,Secondary outcome(s),TR_SUB (Timed) Grade level success with automatic word recognition,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T_Timed word recognition,NA,Secondary outcome(s),TR (Untimed) Grade level success with automatic word recognition ,NA,Secondary outcome(s),TE_SUB Word Recognition,NA,Secondary outcome(s),TE Biology SOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090186,Mooney (1986) PT,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TE_PRI GMRT - Reading Comprehension Gates MacGinite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294930,Moore (1993) PT,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC CRAB (Word Read Correct)-Post test,['Other outcome'],Secondary outcome(s),REC CRAB (comprehension ques)-post test,['Other outcome'],Secondary outcome(s),REC CRAB (Maze restoration)-post test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116214,Naseerali (2013),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,REC Overall physics achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46844864,Nazzal (2002),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TE_PRI TAAS Maths (postest),['Other outcome'],Secondary outcome(s),TE TAAS Maths (Gain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133954,Novotni (1985),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TE_PRI Maths Achievement and Proficienc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093585,Oakland (1975),['Other outcome'],Secondary outcome(s),TE Metropolitan Reading Comprehension Test (Peer tutoring only),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TE_PRI Literacy-Metropolitan Reading ComprehensionTest-Supplementary Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294937,Osguthorpe (1986) PT,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T Reading Achievement (Woodcock Johnson Reading Test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133956,Paquette (2003),['Other outcome'],Secondary outcome(s),TE_SUB 2nd Grade Tutees: 6+1 Trait writing assessment model ,['Other outcome'],Secondary outcome(s),TR_SUB 4th Grade Tutors: 6+1 Trait writing assessment model,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,T&T writing assessment model-PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092591,Paquette (2009) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,TE_PRI VERB TE G2 English writing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294939,Paquette (2009) 1_2,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,TR_PRI VERB TR G4 English writing (6+1 traits),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133957,Parham (1993),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TE_PRI Orleans-maths: Group 2 (Same-age trained tutors & Group 3 (Same-age untrained tutors),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093590,Phelps (1989),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,REC Mathematics Achievement-Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133962,Sanderson (1992),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,TR_PRI Year 9 Tutor Results on Science Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46844868,Schneck (2010),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TE_PRI Mathematics academic test (gain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294954,Scruggs (1986) PT 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TR_PRI Criterion Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294955,Scruggs (1986) PT 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Criterion Test,['Other outcome'],Secondary outcome(s),REC Attitude test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46844870,Shamir (2006),['Other outcome'],Secondary outcome(s),TR_SUB Mathematics Achievement Test (Mediators),['Other outcome'],Secondary outcome(s),TE_SUB Mathematics Achievement Test (Learners),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T Maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093595,Sharpley (1983),['Other outcome'],Secondary outcome(s),TR_SUB Mathematics Achievement Tutors-Peer tutoring,['Other outcome'],Secondary outcome(s),TE_SUB Mathematics Achievement Tutees-Peer tutoring,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T - Mathematics Achievement Tutors-PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090193,Shisler (1986) PT,['Other outcome'],Secondary outcome(s),TR_SUB WJ Reading Total -Tutor vs Control (adjust. mean & unadjust. SD),['Other outcome'],Secondary outcome(s),TR Passage Comprehension (Tutors),['Other outcome'],Secondary outcome(s),TE_SUB WJ Passage Comprehension (grade 1 Tutees),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T Passage Comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133964,Siemens (2001),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,TR_PRI Science achievement – cross age tutors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093596,Simmons (1995),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TR_PRI Stanford Reading Comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093365,Singh (1981),['Other outcome'],Secondary outcome(s),TE_SUB Mathematics Computational Ability,['Other outcome'],Secondary outcome(s),TE Mathematics Concepts and application,['Other outcome'],Secondary outcome(s),TR Mathematics Computation,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T Computation,['Other outcome'],Secondary outcome(s),T&T Concept & Application,['Other outcome'],Secondary outcome(s),TR_SUB Mathematics Concepts and application,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133968,Smith (2010),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TE_PRI Multiplication automaticity - Peer tutoring group v Control,['Other outcome'],Secondary outcome(s),Multiplication automaticity - Computer group v control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116236,Spörer (2009),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC PALS Reading Comprehension Test (ST),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269874,Sprinthall (1989) PT,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TE_PRI_CAT Gain Maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093602,Stainback (1972),['Other outcome'],Secondary outcome(s),TE_SUB Mathematics Achievement-Tutees-Peer Tutoring,['Other outcome'],Secondary outcome(s),TR_SUB Mathematics Achievement-Tutors,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T Mathematics Achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116233,Stein (2008),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Rapid Letter Sounds (Workshop vs Control post-test),['Other outcome'],Secondary outcome(s),REC Rapid Letter Sound (Booster vs Control Post-test),['Other outcome'],Secondary outcome(s),REC Rapid Letter Sound (Helper vs Control Post-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133971,Stephens (2002),['Other outcome'],Secondary outcome(s),TE Reading Vocabulary (first grade),['Other outcome'],Secondary outcome(s),TE_SUB Reading Comprehension (Grade-1),['Other outcome'],Secondary outcome(s),TR_SUB Reading Comprehension (Grade 5) T-test,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T Reading comprehension-PT,['Other outcome'],Secondary outcome(s),T&T Reading vocabulary -PT,['Writing and spelling primary outcome.'],Secondary outcome(s),T&T Spelling -PT,['Other outcome'],Secondary outcome(s),TR Reading Vocabulary (Grade 5) T-test,['Other outcome'],Secondary outcome(s),TE Spelling (Grade 1),['Other outcome'],Secondary outcome(s),TR Spelling (Grade-5) T-test,NA,NA,NA,NA,NA,NA
37093603,Stevens (1987),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Reading Comprehension,['Other outcome'],Secondary outcome(s),REC Reading Vocabulary,['Writing and spelling primary outcome.'],Secondary outcome(s),REC Writing,['Other outcome'],Secondary outcome(s),REC Spelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093606,Sutherland (1999),['Other outcome'],Secondary outcome(s),REC Individual Writing Level ,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,REC Individual writing scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46844871,Swanson (1974),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,T & T Peabody Individual Achievement Test (Total Score)- Spring vs Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093367,Swenson (1975),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,TR_PRI Arithmetic scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093607,Taylor (1997),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TE_PRI MAT7 Reading I+T vs C,['Other outcome'],Secondary outcome(s),TE MAT7 Reading I+T vs I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133974,Taylor (2002),['Writing and spelling primary outcome.'],Secondary outcome(s),REC Spelling Test,['Other outcome'],Secondary outcome(s),REC Reading Assessment Passage (RAP),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,REC Reading Comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133976,Tierney (2005),['Other outcome'],Secondary outcome(s),TE_SUB IOWA Reading Scores (Grade 3/tutees - Posttest),['Other outcome'],Secondary outcome(s),TR_SUB IOWA Reading Post-Test Scores (Grade 6/tutors),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T IOWA Reading -PT,['Mathematics primary outcome'],Secondary outcome(s),T&T IOWA Maths -PT,['Other outcome'],Secondary outcome(s),TE IOWA Maths (Posttest-tutees/grade-3),['Other outcome'],Secondary outcome(s),TR IOWA Maths (Posttest-tutors/grade-6),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090197,Top (1985) PT,['Other outcome'],Secondary outcome(s),TR_SUB Woodcock Passage comprehension-Tutors (f-test),['Other outcome'],Secondary outcome(s),TR Woodcock Letter/Word identification-Tutors (f-test),['Other outcome'],Secondary outcome(s),TR Word attack-Tutors (f-test),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T_ reading,['Other outcome'],Secondary outcome(s),T&T: Word Attack,['Other outcome'],Secondary outcome(s),TE Woodcock Word Attack-Tutees Grade 1 (f-test),['Other outcome'],Secondary outcome(s),TE Beginning Reading-Tutees Grade 1 (f-test),['Other outcome'],Secondary outcome(s),TE_SUB Woodcock passage comprehension-Tutees KG (f-test),['Other outcome'],Secondary outcome(s),TE Woodcock Word attack-KG (f-test),NA,NA,NA,NA,NA,NA
43090198,Top (1987) PT,['Other outcome'],Secondary outcome(s),TR_SUB Woodcock-Johnson (Reading) Handicapped Students,['Other outcome'],Secondary outcome(s),TE_SUB Woodcock-Johnson Passage Comprehension First-grade Students,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T: Woodcock reading - PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133980,Topping (2004),['Other outcome'],Secondary outcome(s),TR_SUB Curriculum-based criterion-referenced test (Tutors-F test),['Other outcome'],Secondary outcome(s),TE_SUB Curriculum-based criterion-referenced test (Tutees- F-test),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,T&T: Curriculum-based criterion-referenced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133982,Topping (2004),['Other outcome'],Secondary outcome(s),TE_SUB Curriculum-based Criterion Test-Tutees vs Control (Post test-general questions),['Other outcome'],Secondary outcome(s),TE Curriculum-based Criterion Test-Tutees vs Control (Post Key Words),['Other outcome'],Secondary outcome(s),TR_SUB Curriculum-based Criterion Test-Tutors vs Control (Post test-general questions),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,T&T: Curriculum-based Criterion Science - PT,['Other outcome'],Secondary outcome(s),T&T{ science key words - PT,['Other outcome'],Secondary outcome(s),TR Curriculum-based Criterion Test-Tutor vs Control (Post Key Words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116207,Topping (2011),['Other outcome'],Secondary outcome(s),TE_SUB Cross age mathematics ,['Other outcome'],Secondary outcome(s),REC Same age PIPS mathematics,['Other outcome'],Secondary outcome(s),TR_SUB PIPS Mathematics,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T (and REC - 4 outcomes combined),['Other outcome'],Secondary outcome(s),REC PIPS mathematics ,['Other outcome'],Secondary outcome(s),T & T Math Attainment - means and SD - Table 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093368,Truesdale (1976),['Other outcome'],Secondary outcome(s),TE_SUB Spelling Achievement Tutees-Peer Tutoring ,['Other outcome'],Secondary outcome(s),TR_SUB Spelling Achievement Tutors-Peer Tutoring,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,T&T: spelling - PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133983,Tymms (1989),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,TR_PRI Chemistry (A level) Post test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116208,Tymms (2011) 1_1,['Other outcome'],Secondary outcome(s),T&T PIPS Reading SA-younger,['Other outcome'],Secondary outcome(s),T&T PIPS Maths (SA) – younger age,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T PIPS Reading (SA) – All,['Other outcome'],Secondary outcome(s),T&T PIPS Reading (SA) – older age,['Mathematics primary outcome'],Secondary outcome(s),T&T PIPS Maths (SA) – All,['Other outcome'],Secondary outcome(s),T&T PIPS Maths (SA) – older,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116228,Tymms (2011) 1_2,['Other outcome'],Secondary outcome(s),TE_SUB PIPS Reading Tutees (Cross-age),['Other outcome'],Secondary outcome(s),TE PIPS Maths Tutors (Cross-age),['Other outcome'],Secondary outcome(s),TR_SUB PIPS Reading Tutors (Cross-age),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T PIPS Reading CA ,['Mathematics primary outcome'],Secondary outcome(s),T&T_maths_CA,['Other outcome'],Secondary outcome(s),TR PIPS Maths Tutors (Cross-age),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133984,Van Keer (2004),['Other outcome'],Secondary outcome(s),TE Reading comprehension STRAT ’ Same age PT (SA),['Other outcome'],Secondary outcome(s),TE Cross age Peer tutoring- (CA),['Other outcome'],Secondary outcome(s),"TE Strategy Only - ""STRAT""","['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TE_PRI_Combined PT for  SA & CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116237,Van Keer (2010),['Other outcome'],Secondary outcome(s),TE_SUB Reading comprehension test (3rd graders),['Other outcome'],Secondary outcome(s),TR_SUB Reading comprehension test (6th graders),['Other outcome'],Secondary outcome(s),TE Reading Awareness Index (3rd grade),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,T&T- Reading comprehension -PT,['Other outcome'],Secondary outcome(s),T&T_reading awareness - PT,['Other outcome'],Secondary outcome(s),T&T-reading strategy - PY,['Other outcome'],Secondary outcome(s),TR Reading Awareness Index (6th grade),['Other outcome'],Secondary outcome(s),TE Reading Strategy Use (3rd grade),['Other outcome'],Secondary outcome(s),TR Reading Strategy Use (6th grade),NA,NA,NA,NA,NA,NA
37093609,van Oudenhoven (1987),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,REC Spelling test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133987,White (2000),['Other outcome'],Secondary outcome(s),TE_SUB Grade-6 Maths Achievement Test,['Other outcome'],Secondary outcome(s),TR_SUB Grade-8 Maths Achievement Test,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T - Maths-PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093610,Wiersema (1992),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,REC Spelling test Grade 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269895,Wu (1973) PT,['Other outcome'],Secondary outcome(s),TR_SUB CTBS posttest low achieving tutor v control ,['Other outcome'],Secondary outcome(s),TE_SUB CTBS postest tutee taught by high achieving tutor v control,['Other outcome'],Secondary outcome(s),TE CTBS posttest tutee taught by low achieving tutor v control,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,T&T CTBS-maths - PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116218,Yang (2016),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,REC Mathematical Communication Ability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133992,Yarrow (2001),['Other outcome'],Secondary outcome(s),TE_SUB Writing Scores (tutees),['Other outcome'],Secondary outcome(s),TR_SUB Writing Scores (Tutors),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,T&T Writing Scores Overall (Interaction vs No Interaction),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
